Age	cohort	urban	State	TLE	LEs1	LEs2	LEp1	LEp2	TLE_STD	LEs1_STD	LEs2_STD	LEp1_STD	LEp2_STD
98	1	1	0	1.8146	1.320175	0.494425	0.7275294831	0.2724705169	0.0733459737	0.0950149431	0.0867957946	0.0459738743	0.0459738743
98	1	1	1	1.8350973607	1.7219960649	0.1131012959	0.9383676865	0.0616323135	0.0808949596	0.0790474724	0.032580675	0.0172708767	0.0172708767
98	1	1	2	1.7571754419	0.1944497244	1.5627257175	0.1106603927	0.8893396073	0.1418280103	0.0485355458	0.1264569816	0.0255783072	0.0255783072
98	1	2	0	1.8268	1.118225	0.708575	0.6121222903	0.3878777097	0.0580898957	0.0760491155	0.0892610347	0.0435210837	0.0435210837
98	1	2	1	1.7726326743	1.6501640919	0.1224685824	0.9309114719	0.0690885281	0.0713709418	0.0663205253	0.0320755322	0.0168819045	0.0168819045
98	1	2	2	1.9169441854	0.2329825496	1.6839616358	0.121538515	0.878461485	0.0883452613	0.0447299785	0.0927943178	0.0236054231	0.0236054231
98	2	1	0	1.7493	1.343825	0.405475	0.7682072829	0.2317927171	0.0838378887	0.1120523872	0.0782138898	0.0465276389	0.0465276389
98	2	1	1	1.7997780916	1.6944724632	0.1053056284	0.9414896598	0.0585103402	0.0906234442	0.0906758759	0.0351636611	0.0197928002	0.0197928002
98	2	1	2	1.6029440437	0.3271592903	1.2757847534	0.2040990087	0.7959009913	0.1423704549	0.0799948652	0.1363492348	0.0458057774	0.0458057774
98	2	2	0	1.76975	1.31085	0.4589	0.7406978387	0.2593021613	0.0828170983	0.1078983245	0.1082020435	0.0575964125	0.0575964125
98	2	2	1	1.8250501289	1.7354626182	0.0895875107	0.9509123014	0.0490876986	0.0991927939	0.0918336296	0.0311649293	0.0164526583	0.0164526583
98	2	2	2	1.641815772	0.328528827	1.313286945	0.2001009082	0.7998990918	0.1167721533	0.0911984259	0.1121299112	0.049368137	0.049368137
