Age	sex	cohort	State	TLE	LEs1	LEs2	LEp1	LEp2	TLE_STD	LEs1_STD	LEs2_STD	LEp1_STD	LEp2_STD
86	1	1	0	3.798325	2.29755	1.500775	0.604885048	0.395114952	0.0642558064	0.0848310422	0.0854036176	0.021028085	0.021028085
86	1	1	1	3.8903173795	3.3530210455	0.537296334	0.8618888174	0.1381111826	0.0802881371	0.0755531686	0.0553677888	0.0134143682	0.0134143682
86	1	1	2	3.666382668	0.783714703	2.8826679649	0.2137569299	0.7862430701	0.0930022186	0.0594125968	0.0880669376	0.0149602304	0.0149602304
86	1	2	0	3.99675	2.72945	1.2673	0.6829173704	0.3170826296	0.0934628096	0.1204832409	0.1019859798	0.0250051226	0.0250051226
86	1	2	1	4.0752688172	3.6239721695	0.4512966477	0.8892596616	0.1107403384	0.1061025466	0.0990518287	0.0552280702	0.0127574635	0.0127574635
86	1	2	2	3.8616702938	1.1905603917	2.6711099021	0.3083019267	0.6916980733	0.1248079035	0.1029508466	0.1127370567	0.0233419702	0.0233419702
86	2	1	0	4.178125	2.491375	1.68675	0.5962902019	0.4037097981	0.0677084317	0.1072346096	0.0914312791	0.0222779206	0.0222779206
86	2	1	1	4.1518248175	3.5202662087	0.6315586088	0.8478840903	0.1521159097	0.0863526817	0.0888918919	0.0514178103	0.0121900442	0.0121900442
86	2	1	2	4.2147815679	1.0573309396	3.1574506284	0.2508625708	0.7491374292	0.0925994985	0.0825629611	0.095938501	0.0180153023	0.0180153023
86	2	2	0	4.3935	3.003025	1.390475	0.6835154205	0.3164845795	0.0893196969	0.1404586339	0.1193728346	0.0270266547	0.0270266547
86	2	2	1	4.5111075467	4.0133130163	0.4977945304	0.8896513716	0.1103486284	0.1023715125	0.1089192211	0.0656061363	0.0142064508	0.0142064508
86	2	2	2	4.1987783827	1.3303014208	2.8684769619	0.3168305873	0.6831694127	0.1155059101	0.1047651292	0.1150620519	0.0221989956	0.0221989956
